0820230512220300003000501ALVARO                   IZUEL                    CALVO                    M00000000          005S
0820230512220600000605201VICENTE                  CIRIA                    GELLA                    M00000000          052S
0820230512220600003007903ANA ISABEL               BENITO                   MARIN                    F00000000          071S
0820230512220600003007903FRANCISCO JOSE           LLORO                    FERRER                   M00000000          083S
0820230512220600003007903LUCIA                    PEREZ                    CORVINOS                 F00000000          084S
0820230512220600266101600LUISA FERNANDA           SANCHEZ                  ANGULO                   F00000000          016N
0820230512220600269903801ANGEL                    PAÑO                     PENELLA                  M00000000          038S
0820230512220700000602501JOSE OSCAR               ZUERAS                   BORNAO                   M00000000          018N
0820230512220700000602501SERGIO                   SAILA                    CAJAS                    M00000000          033S
0820230512220700003003901CESAR                    DE MUR                   FILLAT                   M00000000          033N
0820230512220700003003901MARIA JESUS              BARDAJI                  MUR                      F00000000          046S
0820230512220700266005303ALBERTO                  PALACIN                  FILLAT                   M00000000          054S
0820230512220700266005303MARIA                    FILLAT                   GABAS                    F00000000          049S
0820230512220700266005303ROBERTO                  SERRANO                  LACARRA                  M00000000          056S
0820230512220700266101100DIONISIO                 BORDERIAS                SANTAMARIA               M00000000          011N
0820230512220900000601700CARLOS                   MATEO                    MAIRELES                 M00000000          010N
0820230512220900000601700MONTSERRAT               TERMENS                  VENDRELL                 F00000000          010N
0820230512220900000601700PABLO                    SARASA                   JIMENEZ                  M00000000          032N
0820230512220900003007104LUIS                     MUÑOZ                    BERZOSA                  M00000000          064S
0820230512220900003007104MARIA FE                 VINACUA                  AQUILUE                  F00000000          063S
0820230512220900003007104MARINA                   ARA                      PEREZ                    F00000000          064S
0820230512220900003007104RAUL                     LASAOSA                  SALINAS                  F00000000          041N
0820230512220900003007104VICTOR MANUEL            BERNUES                  RUIZ                     M00000000          053S
0820230512220900268903401DIEGO                    ASO                      SESE                     M00000000          044S
0820230512220900268903401MARIA ANGELES            PEREZ                    GARCIA                   F00000000          022N
0820230512220900268903401SERGIO                   LACASTA                  BETRAN                   M00000000          038N
0820230512221400000604403ANDREA                   VIDAL                    BALLARIN                 F00000000          044S
0820230512221400000604403JOAQUIN MARIA            VIDAL                    DURAN                    M00000000          035N
0820230512221400000604403JOSE LORENZO             RABAL                    MIRANDA                  M00000000          049S
0820230512221400000604403JOSE LUIS                ARASANZ                  ABADIAS                  M00000000          050S
0820230512221400003005002ANA MARIA                RABAL                    ALMAZOR                  F00000000          044S
0820230512221400003005002ANGEL                    VIDAL                    ABIZANDA                 M00000000          070S
0820230512221400003005002JOSEFA                   CASTAN                   SALAMERO                 F00000000          043N
0820230512221400003005002JOSE VICENTE             AZLOR                    ARASANZ                  M00000000          043N
0820230512221400266100200NURIA                    SOLER                    FERRER                   F00000000          002N
0820230512221500000605004CARLOS                   FERRANDO                 LAHOZ                    M00000000          045S
0820230512221500000605004DANIEL                   LARRAMONA                CAMPO                    M00000000          058S
0820230512221500000605004GERARDO                  ALTEMIR                  PALLARUELO               M00000000          050S
0820230512221500000605004MANUEL                   CALLAU                   NERIN                    M00000000          047S
0820230512221500003002801MARIA CARMEN             VALVERDE                 SANVISEN                 F00000000          023N
0820230512221500003002801MARIA PAZ                CORTE                    ARTOS                    F00000000          017N
0820230512221500003002801MARIO                    SUARI                    RIBAS                    M00000000          041S
0820230512221500003002801VALENTINO                FIEVET                   MENNESSON                M00000000          033N
0820230512221500266101500FRANCISCO JOSÉ           SIERRA                   ARDIACA                  M00000000          028N
0820230512221500266101500JESÚS JAVIER             OLMO                     MERINO                   M00000000          011N
0820230512221500266101500SERGIO ROQUE             ANDREU                   LAZARO                   M00000000          007N
0820230512222000000604501FRANCISCO JOSE           RIOS                     ESTRADA                  M00000000          041N
0820230512222000000604501ISABEL JOSE              CARDENAS                 PUJALA                   M00000000          044N
0820230512222000000604501JESUS FRANCISCO          PEREZ                    MUR                      M00000000          047N
0820230512222000000604501LORENZO                  VAL                      BARA                     M00000000          051S
0820230512222000003007803ELENA                    SATUE                    CARRERA                  F00000000          075S
0820230512222000003007803SONIA                    BLANCO                   CARRERAS                 F00000000          081S
0820230512222000003007803YOLANDA                  GASCON                   GRACIA                   F00000000          078S
0820230512222000266008101NOELIA                   ELBAILE                  RUZ                      F00000000          081S
0820230512222000266100100MARIA DEL CARMEN         BOLEA                    ORTIZ                    F00000000          001N
0820230512222100000600100RAQUEL                   ALEGRETE                 DE LA CRUZ               F00000000          001N
0820230512222100003002503AMADO IGNACIO            BALLARIN                 ESCALONA                 M00000000          016N
0820230512222100003002503CARLOS GASPAR            MORA                     CID                      M00000000          020S
0820230512222100003002503ENRIQUE                  BRUNO                    MUR                      M00000000          019S
0820230512222100003002503MARIA DEL CARMEN         BERNAL                   IRIGOYEN                 F00000000          017N
0820230512222100003002503TOMAS                    ARCAS                    CASTILLON                M00000000          029S
0820230512222100266100200PABLO                    NERIN                    MORED                    M00000000          002N
0820230512222100267902102alvaro                   yaque                    rangel                   M00000000          024S
0820230512222100267902102ELENA                    GARAGORRI                ATRISTAÍN                F00000000          029S
0820230512222100267902102javier                   menchaca                 gutierrez                M00000000          016N
0820230512222100267902102natalia                  bescos                   zaborras                 F00000000          015N
0820230512222700000600200JOSE                     GARCES                   PINIES                   M00000000          004N
0820230512222700000600200MARCOS                   GIMENO                   BETRIAN                  M00000000          001N
0820230512222700003006302JAVIER                   MIR                      MAIRAL                   M00000000          075S
0820230512222700003006302JOSE ANTONIO             CAZCARRA                 FERRER                   M00000000          052N
0820230512222700003006302MARIA NIEVES             BAQUER                   PALACIN                  F00000000          052N
0820230512222700003006302MARIA ROSA               PALLARUELO               BERNAD                   F00000000          076S
0820230512222700266000600ANA MARIA                LERIN                    CERESUELA                F00000000          006N
0820230512222700266108503David                    Buerba                   Montull                  M00000000          068N
0820230512222700266108503David                    Montaner                 Gabas                    M00000000          086S
0820230512222700266108503Feliciano                Sesé                     Cazcarra                 M00000000          096S
0820230512222700266108503Raquel                   Giménez                  Acón                     F00000000          090S
0820230512222900000604501ISMAEL                   GIL                      ESTALLO                  M00000000          045S
0820230512222900003004004ALEX                     LLAQUET                  GRANADO                  M00000000          040S
0820230512222900003004004CELIA                    GRAU                     CASAS                    F00000000          034S
0820230512222900003004004FRANCISCO DE BORJA       BAFALLUY                 CLUA                     M00000000          037S
0820230512222900003004004ISIDRO                   FRANCO                   MARCH                    M00000000          052S
0820230512222900266100900BENJAMI FRANCESC         VALLMANYA                SUBIRADA                 M00000000          009N
0820230512223200000604202JESUS ANGEL              PUEYO                    CORVINOS                 M00000000          040S
0820230512223200000604202NICOLAS JOSE             GARCIA                   LABAT                    M00000000          045S
0820230512223200003003201JOSE MARIANO             DENA                     HERNANDEZ                M00000000          032S
0820230512223200266102300ANTONIO                  BAYOD                    CALVO                    M00000000          025N
0820230512223200266102300MIGUEL                   BAYOD                    SANCHO                   M00000000          021N
0820230512223200266803602JUSTO                    PUEYO                    CALVO                    M00000000          043S
0820230512223200266803602PEDRO LUIS               ABADIA                   BUIL                     M00000000          030S
0820230512223300000602201MIGUEL ANGEL             BERTOLIN                 BARRABES                 M00000000          022S
0820230512223300003003704ANTONIO                  FERRAZ                   TUNICA                   M00000000          041S
0820230512223300003003704JOSE ANTONIO             PERNA                    SOPENA                   M00000000          040S
0820230512223300003003704JOSE                     FRANCH                   AVENTIN                  M00000000          041S
0820230512223300003003704SIMON FIDEL              MENAL                    POCIELLO                 M00000000          029S
0820230512223300266100700MARIA LOURDES            RUIZ                     DEL CAMPO                F00000000          007N
0820230512223900000604804DIEGO                    PANZANO                  SANVICENTE               M00000000          046S
0820230512223900000604804NICOLAS                  BERNAD                   GAZOL                    M00000000          049S
0820230512223900000604804PABLO                    CASTEL                   USIETO                   M00000000          046S
0820230512223900000604804PASCUAL DAVID            INGLAN                   OTAL                     M00000000          054S
0820230512223900003002101BERTA MARIA              PEÑA                     CASANOVA                 F00000000          021S
0820230512224800000601300JOSE JAVIER              ALEGRE                   MARTIN                   M00000000          013N
0820230512224800000601300JOSE VICENTE             SANMARTIN                MOREU                    M00000000          013N
0820230512224800003006204CARLOS                   LOSPAUS                  GRACIA                   M00000000          037S
0820230512224800003006204FRANCISCO ANTONIO        DANIEL                   BONAFONTE                M00000000          032N
0820230512224800003006204HERENA                   BRETOS                   CAMARON                  F00000000          058S
0820230512224800003006204JOSE VICENTE             LACARDA                  UBICO                    M00000000          059S
0820230512224800003006204SERGIO BENITO            MOREU                    BESCOS                   M00000000          063S
0820230512224800266005101RODOLFO                  PUENTE                   OTIN                     M00000000          051S
0820230512224900000601000JAVIER                   CAVERO                   ALEGRETE                 M00000000          010N
0820230512224900003005705AINHOA                   LOZANO                   PEREIRA                  F00000000          036S
0820230512224900003005705AMADO                    BARRAU                   SAHUN                    M00000000          046S
0820230512224900003005705BORO                     TUSET                    BORREDA                  M00000000          069S
0820230512224900003005705MIGUEL ANGEL             PLAZA                    LOMILLOS                 M00000000          046S
0820230512224900003005705PABLO                    LAMORA                   SUBIRA                   M00000000          033S
0820230512224900266100900JORGE LUIS               SANTALIESTRA             POYANO                   M00000000          009N
0820230512225200000602000ALVARO                   GRACIA                   BLAN                     M00000000          018N
0820230512225200000602000ENRIQUE JAVIER           GÜERRI                   ALCALA                   M00000000          015N
0820230512225200000602000MARIA ANTONIA            ALCALA                   RUIZ                     F00000000          029N
0820230512225200000602000MARIA DEL CARMEN         GABARRE                  VAL                      F00000000          019N
0820230512225200003005805JAIME                    CAJAL                    RABAL                    M00000000          042S
0820230512225200003005805JAVIER                   SAMPIETRO                TERESA                   M00000000          048S
0820230512225200003005805JOSE ANTONIO             LAFRAGÜETA               AZON                     M00000000          058S
0820230512225200003005805MIGUEL ANGEL             VILLACAMPA               FINESTRA                 M00000000          044S
0820230512225200003005805RAQUEL                   LACASTA                  LLACER                   F00000000          042S
0820230512290600000602000JOSÉ MIGUEL              RODRÍGUEZ XUÁREZ         DOZ                      M00000000          020N
0820230512290600003006604MARIANO JESUS            LISA                     PANO                     M00000000          081S
0820230512290600003006604MARIA PILAR              SAMPIETRO                BERROY                   F00000000          063S
0820230512290600003006604PATRICIA ISABEL          SANCHON                  ORTAS                    F00000000          060S
0820230512290600003006604PILAR                    BLECUA                   ARILLA                   F00000000          063S
0820230512290600266000500LUIS MIGUEL              REMÓN                    ALEGRE                   M00000000          005N
0820230512290600267002601ERNESTO JOSÉ             ESTER                    ARNAL                    M00000000          026S
0820230512290800000603400CARLOS ADRIÁN            MARCOS                   YUSTE                    M00000000          034N
0820230512290800003006304JOSE MARIA               COSCOJUELA               SESE                     M00000000          065S
0820230512290800003006304JUAN JOSE                MILLARUELO               MONTANER                 M00000000          072S
0820230512290800003006304MARIA NATALIA            VEGA                     TALAVERA                 F00000000          051S
0820230512290800003006304MIGUEL ANGEL             BALLABRIGA               GIRAL                    M00000000          064S
0820230512290800266004801JOSÉ LUIS                PARRA                    PASCAU                   M00000000          058S
0820230512290800266004801JOSÉ MARÍA               MARTÍNEZ                 COSCOJUELA               M00000000          039N
0820230512290800266101000LUIS OSCAR               DOMINGUEZ                SANTALIESTRA             M00000000          010N
0820230512290800270403400MARIA CARMEN             MARTINEZ                 COSCUJUELA               F00000000          034N
0820230512400100000608804DAVID                    GOMEZ                    RODRIGUEZ                M00000000          084S
0820230512400100000608804ISIDORO                  DIEZ                     VALDEON                  M00000000          095S
0820230512400100000608804MARTA                    GARCIA                   ALVAREZ                  F00000000          088S
0820230512400100000608804SANTIAGO                 LARIO                    PELLON                   M00000000          086S
0820230512400100003002901JOSE DANIEL              GOMEZ                    CASTAÑO                  M00000000          029N
0820230512400100003002901MANUEL                   FERNANDEZ                GONZALEZ                 M00000000          025N
0820230512400100003002901MARIA LUISA              FERNANDEZ                SUAREZ                   F00000000          033S
0820230512401100000602700FELIPE                   POL                      SANTIN                   M00000000          028N
0820230512401100000602700MIGUEL                   GARCIA                   ALONSO                   M00000000          027N
0820230512401100003009305ALFREDO                  DE ARRIBA                LOPEZ                    M00000000          094S
0820230512401100003009305ELVIRA                   CASTRO                   NUÑEZ                    F00000000          073S
0820230512401100003009305ISMAEL                   DE ARRIBA                LOPEZ                    M00000000          049S
0820230512401100003009305JOSE                     MORAL                    LOPEZ                    M00000000          079S
0820230512401100003009305LUIS                     VAZQUEZ                  FERREIRO                 M00000000          077S
0820230512401800000604101JORGE VICTORINO          PASTRANA                 MOLLEDA                  M00000000          046N
0820230512401800000604101MIGUEL ANGEL             MOLLEDA                  ANTON                    M00000000          033N
0820230512401800000604101VICTOR FIDEL             RUEDA                    GARCIA                   M00000000          046S
0820230512401800003001100EDUARDO                  GONZALEZ                 RIVERO                   M00000000          027N
0820230512401800003001100JOSE ANTONIO             PEREZ                    ROBLA                    M00000000          005N
0820230512401800003001100JUAN MANUEL              DIEZ                     GARCIA                   M00000000          007N
0820230512401800003001100PAULA                    MAYO                     BAYO                     F00000000          006N
0820230512401800274406504JESUS JAVIER             ANDRES                   RODRIGUEZ                M00000000          059S
0820230512401800274406504MARIA CELESTE            HUERTA                   PEREZ                    F00000000          072S
0820230512401800274406504RUBEN                    PEREZ                    GONZALEZ                 M00000000          071S
0820230512401800274406504VANESA                   GARCIA                   GONZALEZ                 F00000000          058S
0820230512403100000607904CONSTANTINO              CARBAJAL                 ALONSO                   M00000000          068S
0820230512403100000607904JESUS ANGEL              HERRERO                  AZUARA                   M00000000          076S
0820230512403100000607904JUAN FRANCISCO           ALONSO                   ROJO                     M00000000          086S
0820230512403100000607904PABLO                    CARBAJAL                 CARBAJAL                 M00000000          086S
0820230512403100002704101GERARDO                  BARREALES                QUINTANA                 M00000000          040N
0820230512403100002704101JOSE ANGEL               ROJO                     GAGO                     M00000000          044S
0820230512403100002704101JOSE LUIS                PEREZ                    FERNANDEZ                M00000000          041N
0820230512403100002704101MIGUEL GONZALO           MARAÑA                   QUINTANA                 M00000000          006N
0820230512403100002704101PEDRO                    ROJO                     CARVAJAL                 M00000000          036N
0820230512403100003001100BORJA                    FRIAS                    GARCIA                   M00000000          011N
0820230512403100003001100FRANCISCO JAVIER         LOPEZ                    FERNANDEZ                M00000000          012N
0820230512403100003001100MARIA JOAQUINA           GARCIA                   GONZALEZ                 F00000000          011N
0820230512403100003001100OSCAR                    ALVAREZ                  DOMINGUEZ                M00000000          011N
0820230512403100274402100ANGEL                    ROJO                     SAN MARTIN               M00000000          017N
0820230512403100274402100JOSE MARIANO             GONZALEZ                 HERRERO                  M00000000          009N
0820230512403100274402100ROBERTO                  ALONSO                   ROJO                     M00000000          035N
0820230512403100274402100ROBERTO                  LOPEZ                    FRECHOSO                 M00000000          025N
0820230512403200000603702Alfonso                  Fernandez                Perez                    M00000000          037S
0820230512403200000603702Ana María                Gonzalez                 Moro                     F00000000          028N
0820230512403200000603702Jose Manuel              Buron                    Martinez                 M00000000          047S
0820230512403200003004103Antonio                  Díez                     González                 M00000000          029N
0820230512403200003004103Diego                    Huerga                   Domínguez                M00000000          063S
0820230512403200003004103Henar                    Martínez                 Ferreras                 F00000000          043S
0820230512403200003004103Manuela Natividad        Ordás                    Díaz                     F00000000          032S
0820230512403300000609404Angel Carlos             Palanca                  Melon                    M00000000          098S
0820230512403300000609404Angel                    Pardo                    Rodriguez                M00000000          093S
0820230512403300000609404Francisco Juan           Pastrana                 Fidalgo                  M00000000          095S
0820230512403300000609404Ricardo                  Pastrana                 Pastrana                 M00000000          090S
0820230512403300003003101Francisco Javier         Palanca                  Cañón                    M00000000          030N
0820230512403300003003101Froilán                  García                   Iglesias                 M00000000          034S
0820230512403300003003101Naiara                   Cordero                  Sánchez                  F00000000          031N
0820230512403600000615404ALBERTO                  GARCIA                   GONZALEZ                 M00000000          034N
0820230512403600000615404JOSE ANTONIO             ALVAREZ                  CACHON                   M00000000          162S
0820230512403600000615404MARIA DEL CARMEN         CARBALLO                 ESTEVEZ                  F00000000          138S
0820230512403600000615404NOELIA                   QUIROGA                  LOPEZ                    F00000000          149S
0820230512403600000615404ROBERTO                  ABELLA                   FERNANDEZ                M00000000          135S
0820230512403600004001300ALADINO                  ABELLA                   GARCIA                   M00000000          003N
0820230512403600004001300JULIO                    GARCIA                   GARCIA                   M00000000          001N
0820230512403600004001300MARIA MAR                RAMON                    MARTINEZ                 F00000000          020N
0820230512403600004001300SANTIAGO                 GARCIA                   GARCIA                   M00000000          025N
0820230512403600004001300SERGIO                   RELLAN                   ABELLA                   M00000000          004N
0820230512403600275504301AMELIA                   FERNANDEZ                SALGADO                  M00000000          046N
0820230512403600275504301JOSE MANUEL              ALONSO                   LOPEZ                    M00000000          055S
0820230512403600275504301JOSE                     QUIROGA                  ALONSO                   M00000000          041N
0820230512403600275504301MARIA DOLORES            GARCIA                   RODRIGUEZ                M00000000          033N
0820230512403600275601700PEDRO                    ABELEDO                  CORTIZAS                 M00000000          017N
0820230512404300000605904HECTOR                   GARCIA                   BLANCO                   M00000000          060S
0820230512404300000605904JOSE MANUEL              ALONSO                   RODERA                   M00000000          060S
0820230512404300000605904ROBERTO                  LIÑAN                    RODERA                   M00000000          059S
0820230512404300000605904VICTOR MANUEL            SANCHEZ                  GONZALEZ                 M00000000          058S
0820230512404300003003501ANTONIO                  FRESNADILLO              CORPORALES               M00000000          036N
0820230512404300003003501DAVID                    BARRIO                   GARCIA                   M00000000          035N
0820230512404300003003501FRANCISCO                VALLE                    CARRERA                  M00000000          037S
0820230512404300003003501TOMAS                    BLANCO                   VOCES                    M00000000          035N
0820230512404400000600300ANABEL                   FEBRERO                  LOPEZ                    F00000000          003N
0820230512404400000600300FRANCISCO JAVIER         RODRIGUEZ                VILLARREAL               M00000000          003N
0820230512404400000600300GLORIA                   GONZALEZ                 ROBLES                   F00000000          003N
0820230512404400000600300MARIA FE                 JAÑEZ                    GARMON                   F00000000          003N
0820230512404400003006004FRANCISCO JESUS          LOPEZ                    IGLESIAS                 M00000000          062S
0820230512404400003006004MARIA DEL ROSARIO        VALDERREY                GARCIA                   F00000000          063S
0820230512404400003006004MARIA                    FERRERO                  FERNANDEZ                F00000000          058S
0820230512404400003006004TRINIDAD                 CELADA                   MARIÑO                   F00000000          060S
0820230512404400274405101ANTONIO                  GARCIA                   MONTES                   M00000000          054N
0820230512404400274405101MARGARITA                FERNANDEZ                CELADA                   F00000000          049N
0820230512404400274405101MARIA ELENA              ALONSO                   VILLALIBRE               F00000000          052S
0820230512404400274405101MARTINA                  DEL CAMPO                ARGUELLO                 F00000000          050N
0820230512405000000604004AGUSTIN                  PANIAGUA                 BAJO                     M00000000          041S
0820230512405000000604004JUAN CARLOS              AGUILAR                  GARCIA                   M00000000          039S
0820230512405000000604004MIGUEL ANGEL             PEREZ                    BAJO                     M00000000          043S
0820230512405000000604004PEDRO                    PANIAGUA                 CALZADILLA               M00000000          039S
0820230512405000003003301AGUSTIN                  ALAGUERO                 VAZQUEZ                  M00000000          034S
0820230512405000003003301JUAN LUIS                PEREZ                    PEREZ                    M00000000          032N
0820230512405000003003301RICARDO JESUS            NARDONE                  CAMARA                   M00000000          031N
0820230512405000003003301TOMAS IGNACIO            PANIAGUA                 SANTAMARTA               M00000000          037N
0820230512405000274401000MARTA                    DE PONGA                 ALONSO                   F00000000          010N
0820230512405000274401000TOMAS                    RUEDA                    AGUNDEZ                  M00000000          010N
0820230512405200000605804DIONISIO                 GOMEZ                    MAYORDOMO                M00000000          056S
0820230512405200000605804FIDENCIO                 GONZALEZ                 GONZALEZ                 M00000000          057S
0820230512405200000605804GERMAN                   DIEZ                     GONZALEZ                 M00000000          060S
0820230512405200000605804JESUS                    CEREZAL                  FERNANDEZ                M00000000          059S
0820230512405200003001401HECTOR                   ALVAREZ                  LOPEZ                    M00000000          012N
0820230512405200003001401JOSEFA PATROCINIO        RANEDO                   CALDERON                 F00000000          017S
0820230512405200003001401LIDIA                    RIVAS                    RODRIGUEZ                F00000000          014N
0820230512405200003001401ROGELIO ARMINIO          ALVAREZ                  BARRIADA                 M00000000          015N
0820230512405800000604503Laura                    Cachan                   Alonso                   F00000000          059S
0820230512405800000604503Marta Maria              Blanco                   Melon                    F00000000          027N
0820230512405800000604503Romualdo                 Gonzalez                 Laguna                   M00000000          052S
0820230512405800000604503Ruben                    Satamarta                Alvarez                  M00000000          042S
0820230512405800003004202Inocencio                Cisneros                 Campo                    M00000000          040N
0820230512405800003004202Jesús Macario            Melón                    González                 M00000000          042S
0820230512405800003004202María Alicia             Barreales                Fonseca                  F00000000          041N
0820230512405800003004202Miguel                   González                 Laguna                   M00000000          048S
0820230512405800275902500Javier                   Santos                   Merino                   M00000000          040N
0820230512405800275902500Luis Eduardo             Martínez                 Capellán                 M00000000          015N
0820230512405800275902500Pelayo                   Prieto                   Melcón                   M00000000          020N
0820230512406200000601900Fernando                 Santamarta               Matatagui                M00000000          016N
0820230512406200000601900Gaspar Luciano           Paniagua                 Alvarez                  M00000000          020N
0820230512406200000601900Maria Teresa             Cascallana               Sanchez                  F00000000          026N
0820230512406200000601900Silvia                   Fernandez                Garcia                   F00000000          014N
0820230512406200003003001Eduardo                  Fernández                González                 M00000000          030S
0820230512406200274404604Carlos                   Cascallana               Morillo                  M00000000          046S
0820230512406200274404604Ezequiel                 García                   Rodríguez                M00000000          050S
0820230512406200274404604José                     Nava                     Caballero                M00000000          054S
0820230512406200274404604Laura                    González                 Barredo                  F00000000          035S
0820230512407700000607202MARCOS                   ORTEGA                   RAMON                    M00000000          082S
0820230512407700000607202MARIO                    BAJO                     SANCHEZ                  M00000000          067N
0820230512407700000607202SARA                     MENCIA                   RODRIGUEZ                F00000000          068S
0820230512407700000702000AITOR                    DE PRADO                 DE PRADO                 M00000000          022N
0820230512407700000702000ANA VANESA               DE PRADO                 DE PRADO                 F00000000          040N
0820230512407700000702000JOAQUIN                  TRIGUEROS                QUINTANA                 M00000000          001N
0820230512407700000702000MONICA                   DE PRADO                 DE PRADO                 F00000000          009N
0820230512407700000702000PAULA                    RIVERO                   DE PRADO                 F00000000          009N
0820230512407700003007803ALVARO                   CUEVAS                   HERNANDEZ                M00000000          068S
0820230512407700003007803ANGEL LUIS               TARANILLA                MEDINA                   M00000000          076S
0820230512407700003007803JAIME                    VILLA                    BAJO                     M00000000          107S
0820230512407700003007803MARIA LUISA              MENDEZ                   FERREIRA                 F00000000          061N
0820230512408000000610304ANTONIO                  MARTINEZ                 DIEZ                     M00000000          092S
0820230512408000000610304JESUS                    SANTOS                   GONZALEZ                 M00000000          121S
0820230512408000000610304MARIA JUSTA              DE GODOS                 ALVAREZ                  F00000000          086S
0820230512408000000610304TAMARA                   ALONSO                   MARTINEZ                 F00000000          113S
0820230512408000003005101FRANCISCO JAVIER         CEBRIAN                  SANCHEZ                  M00000000          056N
0820230512408000003005101MARCOS JUAN              DE GODOS                 PEREZ                    M00000000          036N
0820230512408000003005101MARIA JOSE               GOMEZ                    FRANCIA                  F00000000          061S
0820230512408000003005101TOMAS JESUS              DE GODOS                 DE PRADO                 M00000000          053N
0820230512408100000604705Alvaro                   Martinez                 Santamarta               M00000000          029S
0820230512408100000604705Carmen                   Caballero                Garcia                   F00000000          042S
0820230512408100000604705Juan Carlos              Melon                    Melon                    M00000000          039S
0820230512408100000604705Marta                    Lozano                   Gonzalez                 M00000000          041S
0820230512408100000604705Soraya                   De Lomas                 Martinez                 F00000000          037S
0820230512408100000701400Cesar                    Lozano                   Lozano                   M00000000          013N
0820230512408100000701400Cornelia Iuliana         Ghorghiu                 Stancu                   F00000000          002N
0820230512408100000701400David                    Lozano                   Gallego                  M00000000          016N
0820230512408100000701400Luis Ignacio             Castro                   Bermejo                  M00000000          013N
0820230512408100000701400Sinesio                  Olmo                     Fernandez                M00000000          012N
0820230512408100003000500Hector                   Alaiz                    Moreton                  M00000000          006N
0820230512408100003000500Luis                     Bustos                   Ramos                    M00000000          005N
0820230512408100003000500Manuel                   Mesa                     Garrido                  M00000000          005N
0820230512408100003000500Maria Pilar              Anton                    Suarez                   F00000000          006N
0820230512408400000602701Esther                   Redondo                  Olivera                  F00000000          023N
0820230512408400000602701Marcelino                Martinez                 Prieto                   M00000000          006N
0820230512408400000602701Maria Margarita          Paniagua                 Martinez                 F00000000          024N
0820230512408400000602701Miguel Angel             Peña                     Del Pozo                 M00000000          035S
0820230512408400000602701Veronica                 Baia                     Alves                    F00000000          022N
0820230512408400003005304Angel Jesus              Garrido                  Miguelez                 M00000000          052S
0820230512408400003005304Dionisio                 Crespo                   Villagra                 M00000000          053S
0820230512408400003005304Enrique                  Santervás                Paniagua                 M00000000          060S
0820230512408400003005304Tomas                    Santervas                Paniagua                 M00000000          049S
0820230512409600000603401JOSE CARLOS              IBAÑEZ                   DE CASCOS                M00000000          034S
0820230512409600003004004JESUS                    TOMAS                    LARIO                    M00000000          036S
0820230512409600003004004MARIA TERESA             GONZALEZ                 VILLARROEL               F00000000          036S
0820230512409600003004004OMAR                     RODRIGUEZ                BULNES                   M00000000          045S
0820230512409600003004004VICTOR                   RODRIGUEZ                ORDOÑEZ                  M00000000          045S
0820230512409700000601200Alicia                   Suarez                   Garcia                   F00000000          012N
0820230512409700000601200Ana Maria                Garcia                   Fernandez                F00000000          013N
0820230512409700000601200Cesareo                  Fernandez                Lora                     M00000000          010N
0820230512409700000601200Jose Manuel              Gonzalez                 Gomez                    M00000000          015N
0820230512409700003000600Elvira                   Marcos                   Delgado                  F00000000          006N
0820230512409700003000600Felipe                   Alfonso                  Canedo                   M00000000          007N
0820230512409700003000600José Javier              Martínez                 Aláiz                    M00000000          007N
0820230512409700003000600María Lourdes            Martínez                 Silva                    F00000000          006N
0820230512409700274409605José Ignacio             González                 Bajo                     M00000000          084S
0820230512409700274409605Juan                     Álvarez                  Rodríguez                M00000000          028S
0820230512409700274409605María Neomadia           Álvarez                  Melón                    F00000000          082S
0820230512409700274409605Miguel Ángel             Lozano                   González                 M00000000          100S
0820230512409700274409605Saúl                     Pellitero                Gorgojo                  M00000000          093S
0820230512409900000603601Luis Enrique             Dominguez                Casado                   M00000000          035N
0820230512409900000603601Vicente                  Garcia                   Serrano                  M00000000          038S
0820230512409900003006604Julio                    Casado                   Ponga                    M00000000          061S
0820230512409900003006604Marcelo                  Alonso                   Pérez                    M00000000          067S
0820230512409900003006604Miguel Ángel             Rebollo                  Santos                   M00000000          069S
0820230512409900003006604Miriam                   Arce                     Casado                   F00000000          068S
0820230512410400000605501Begoña                   Lopez                    Campelo                  F00000000          054N
0820230512410400000605501Juana                    Fernandez                Gutierrez                F00000000          057S
0820230512410400000605501Maria Luz                Arias                    Alvarez                  F00000000          034N
0820230512410400000605501Maria Rosa               Augusto                  Vega                     F00000000          023N
0820230512410400000605501Natalia                  Garcia                   Gonzalez                 F00000000          053N
0820230512410400003007304Jose Manuel              Gomez                    Blanco                   M00000000          071S
0820230512410400003007304Manuel                   Yebra                    Gómez                    M00000000          079S
0820230512410400003007304María Teresa             Arranz                   Gil                      F00000000          067S
0820230512410400003007304Narcisa                  Osuna                    Perera                   F00000000          073S
0820230512410400003007304Rebeca                   Ortiz                    Álvarez                  F00000000          002N
0820230512410400274404300Javier                   Antón                    Álvarez                  M00000000          042N
0820230512410400274404300José Antonio             Fuertes                  González                 M00000000          048N
0820230512410400274404300Manuel Humberto          Pérez                    Rubial                   M00000000          042N
0820230512410400274404300Vanesa del Carmen        García                   Blanco                   F00000000          043N
0820230512410600000610604ANTONIO JAIME            MENDOZA                  TORIBIO                  M00000000          109S
0820230512410600000610604JOSEFA                   FERNANDEZ                MARTINO                  F00000000          108S
0820230512410600000610604LORENZO                  RIVERO                   REDONDO                  M00000000          104S
0820230512410600000610604RUBEN                    SANTOS                   GRANDA                   M00000000          106S
0820230512410600003003700ANGEL CUSTODIO           FERNANDEZ                PIÑAN                    M00000000          045N
0820230512410600003003700JOSE                     DIAZ                     CUETO                    M00000000          030N
