102023051011405399Posadas                                                                                             005305300000067484000800005420300054204000000000000000000021163000292770000043400000589000353970020000000000000000S
102023051011405499Pozoblanco                                                                                          005405400000040134000540003323500033235000000000000000000014548000198890000028000000663000243250020000000000000000S
102023051011405599Priego de Córdoba                                                                                   005505500000027472000400002274000022735000000000000000000008136000115920000028700000265000140510010000000000000000S
102023051011802399Baza                                                                                                002302300000052722000690004178500041785000000000000000000016803000237510000029900000449000284250020000000000000000S
102023051011808799Granada                                                                                             008708700000590781006910046355400463563000000000000000000166516002319830000304100006181002769550160000000000000000S
102023051011808999Guadix                                                                                              008908900000041916000640003404200034042000000000000000000014029000199630000023400000442000240260020000000000000000S
102023051011812299Loja                                                                                                012212200000071440000930005583400055835000000000000000000022616000323360000038500000918000388600020000000000000000S
102023051011814099Motril                                                                                              014014000000116911001310008661100086617000000000000000000031473000431190000055200001253000518040030000000000000000S
102023051011814799Órgiva                                                                                              014714700000048217000740003625500036248000000000000000000015198000211000000029400000553000258800020000000000000000S
102023051012100799Aracena                                                                                             000700700000038995000670003256000032569000000000000000000013256000183830000036400000776000227900020000000000000000S
102023051012101099Ayamonte                                                                                            001001000000080149000870005866000058663000000000000000000017919000261960000043800000442000349850040000000000000000S
102023051012104199Huelva                                                                                              004104100000239575002960018498800184996000000000000000000057003000788920000123700001347001040530120000000000000000S
102023051012105099Moguer                                                                                              005005000000048628000480003097500030975000000000000000000010221000146070000016800000364000211440030000000000000000S
102023051012105499La Palma del Condado                                                                                005405400000077948000890005744500057447000000000000000000017780000244370000040600000984000383810040000000000000000S
102023051012107299Valverde del Camino                                                                                 007207200000043468000640003629200036294000000000000000000014039000195250000027900000593000251510020000000000000000S
102023051012300299Alcalá la Real                                                                                      000200200000037428000540003027900030279000000000000000000012752000177600000019500000345000214820020000000000000000S
102023051012300599Andújar                                                                                             000500500000072137000980005910900059111000000000000000000023859000318210000047200001072000384750030000000000000000S
102023051012300999Baeza                                                                                               000900900000026826000380002204100022041000000000000000000009208000134740000013500000347000167170010000000000000000S
102023051012302499La Carolina                                                                                         002402400000050098000730004091200040911000000000000000000017773000236580000031200000763000288460020000000000000000S
102023051012302899Cazorla                                                                                             002802800000030459000450002480800024808000000000000000000010688000146870000011600000298000183360020000000000000000S
102023051012305099Jaén                                                                                                005005000000183328002540014825600148261000000000000000000060008000798690000083600001405000988750080000000000000000S
102023051012305599Linares                                                                                             005505500000055729000750004491100044911000000000000000000014847000204690000034600000335000251540020000000000000000S
102023051012306099Martos                                                                                              006006000000052412000690004238300042377000000000000000000018240000243210000039400000593000291910020000000000000000S
102023051012309299Úbeda                                                                                               009209200000061855000860005031200050314000000000000000000019586000266870000044900000517000324700030000000000000000S
102023051012309599Villacarrillo                                                                                       009509500000053489000810004303600043037000000000000000000019233000260040000033700000560000322020020000000000000000S
102023051012901599Antequera                                                                                           001501500000114951001350009119800091132000000000000000000035854000519450000076200001424000616240020000000000000000S
102023051012906799Málaga                                                                                              006706700000873227009220064724000647330000000000000000000211658002972150000409200003827003590080160000000000000000S
102023051012906999Marbella                                                                                            006906900000511743004370030558300305627000000000000000000091282001294390000184400001963001580310090000000000000000S
102023051012908499Ronda                                                                                               008408400000054745000750004472900044716000000000000000000016521000240300000035300000581000291970010000000000000000S
102023051012909499Vélez-Málaga                                                                                        009409400000162838001650011545100115444000000000000000000041165000593130000066200001010000712930030000000000000000S
102023051014102499Carmona                                                                                             002402400000077555001060006141600061404000000000000000000021224000300810000039000000549000368860010000000000000000S
102023051014103299Cazalla de la Sierra                                                                                003203200000021786000280001828500018285000000000000000000007671000107740000014700000390000131260010000000000000000S
102023051014103999Écija                                                                                               003903900000054883000740004387900043880000000000000000000017474000234530000042300000498000284100010000000000000000S
102023051014105599Lora del Río                                                                                        005505500000061280000850004857700048577000000000000000000019471000267100000037600000623000318020010000000000000000S
102023051014106099Marchena                                                                                            006006000000045572000630003611900036121000000000000000000012884000189460000029700000495000228170010000000000000000S
102023051014106599Morón de la Frontera                                                                                006506500000054991000760004460500044112000000000000000000016437000222940000041300000702000266590010000000000000000S
102023051014106899Osuna                                                                                               006806800000082440001170006611000066111000000000000000000026711000397770000050300001482000475400020000000000000000S
102023051014109199Sevilla                                                                                             009109100001263685016600098454300985067000000000000000000339437004679430000766600008875005828410180000000000000000S
102023051014109599Utrera                                                                                              009509500000286201003790022617900226187000000000000000000075262001034400000176200001819001276490050000000000000000S
102023051022204899Barbastro                                                                                           004804800000069365001300005059200050593000000000000000000020461000276080000064800000571000336560080000000000000000S
102023051022206699Boltaña                                                                                             006606600000012606000400000997500009975000000000000000000003741000053630000014700000129000073160010000000000000000S
102023051022211299Fraga                                                                                               011211200000028456000370001946500019465000000000000000000008036000105640000030500000350000122910030000000000000000S
102023051022212599Huesca                                                                                              012512500000082617001470006281000062818000000000000000000025049000340120000088300000716000417030090000000000000000S
102023051022213099Jaca                                                                                                013013000000032412000630002553900025539000000000000000000009249000123590000037600000382000157100040000000000000000S
102023051024401399Alcañiz                                                                                             001301300000054363000960004062400040624000000000000000000017848000243910000056100000597000290600100000000000000000S
102023051024405099Calamocha                                                                                           005005000000018576000730001432300014323000000000000000000006057000086640000021400000212000104030030000000000000000S
102023051024421699Teruel                                                                                              021621600000061482001590004747300047473000000000000000000020052000276750000053400000757000337820120000000000000000S
102023051025006799Calatayud                                                                                           006706700000041034001070003187500031875000000000000000000014242000190240000047800000549000221780040000000000000000S
102023051025007499Caspe                                                                                               007407400000019973000290001315500013155000000000000000000005885000079240000020500000217000092540010000000000000000S
102023051025009499Daroca                                                                                              009409400000015195000610001185600011858000000000000000000005758000077740000018300000173000091870010000000000000000S
102023051025009599Ejea de los Caballeros                                                                              009509500000033072000760002485700024857000000000000000000010720000143050000046100000311000167400030000000000000000S
102023051025025199Tarazona                                                                                            025125100000023026000530001801600018016000000000000000000008229000107480000025800000312000125930020000000000000000S
102023051025029799Zaragoza                                                                                            029729700000834138011430062112200621136000000000000000000249327003312720000686800005009004058160160000000000000000S
102023051070200399Albacete                                                                                            000300300000215580002890016876100168776000000000000000000067912000933990000191700001826001132460140000000000000000S
102023051070200899Alcaraz                                                                                             000800800000013246000270001157400011575000000000000000000005601000076850000012500000228000090920010000000000000000S
102023051070200999Almansa                                                                                             000900900000044231000560003465200034655000000000000000000016068000214940000028800000519000248170030000000000000000S
102023051070203799Hellín                                                                                              003703700000053855000740004221100042218000000000000000000016948000233160000041900000525000277790030000000000000000S
102023051070206999La Roda                                                                                             006906900000058815000750004457200044529000000000000000000018393000262990000037300000569000317820040000000000000000S
102023051071300599Alcázar de San Juan                                                                                 000500500000116560001570008698700086991000000000000000000035144000494530000083400001122000586990060000000000000000S
102023051071303499Ciudad Real                                                                                         003403400000155402002220012284200122851000000000000000000049319000696730000141500001820000845320080000000000000000S
102023051071303999Daimiel                                                                                             003903900000031463000440002481900024813000000000000000000010219000147960000024000000408000174980020000000000000000S
102023051071305399Manzanares                                                                                          005305300000044017000650003473700034737000000000000000000014641000206270000037600000530000247870020000000000000000S
102023051071307199Puertollano                                                                                         007107100000077795001230006422100064240000000000000000000025100000355460000059200000813000427130040000000000000000S
102023051071308799Valdepeñas                                                                                          008708700000046600000630003688700036888000000000000000000014509000198910000035400000646000241450020000000000000000S
102023051071309399Villanueva de los Infantes                                                                          009309300000018969000330001609300016094000000000000000000008002000107040000010900000386000127540010000000000000000S
102023051071607899Cuenca                                                                                              007807800000081206001880006446100064468000000000000000000026826000363030000081900000920000444860100000000000000000S
102023051071613499Motilla del Palancar                                                                                013413400000036771000600002776900027771000000000000000000012841000182300000035900000583000217400050000000000000000S
102023051071619099San Clemente                                                                                        019019000000037033000530002822100028223000000000000000000013566000188800000032800000559000221250050000000000000000S
102023051071620399Tarancón                                                                                            020320300000040205000820003163300031632000000000000000000013708000196140000036500000512000231490050000000000000000S
102023051071913099Guadalajara                                                                                         013013000000250742004330018112700181155000000000000000000067595000977910000162600002032001196600150000000000000000S
102023051071919099Molina de Aragón                                                                                    019019000000007361000720000594800005950000000000000000000002613000035300000010300000122000044850040000000000000000S
102023051071925799Sigüenza                                                                                            025725700000010024000850000818100008166000000000000000000003453000048500000014400000132000060810060000000000000000S
102023051074512199Ocaña                                                                                               012112100000051024000610003748300037486000000000000000000016615000235440000034800000885000265910020000000000000000S
102023051074512499Orgaz                                                                                               012412400000066007000890005162700051624000000000000000000022533000324060000055300001307000373600020000000000000000S
102023051074514299Quintanar de la Orden                                                                               014214200000045214000650003524800035236000000000000000000015759000222760000034900000830000258770020000000000000000S
102023051074516599Talavera de la Reina                                                                                016516500000139921002140011014400110129000000000000000000047791000644120000094400001417000753070060000000000000000S
102023051074516899Toledo                                                                                              016816800000323012003610023289400232943000000000000000000089029001272750000201500003170001517430120000000000000000S
102023051074517399Torrijos                                                                                            017317300000088275001130006638200066387000000000000000000028734000399960000054600001264000454570030000000000000000S
102023051080501499Arenas de San Pedro                                                                                 001401400000032645000480002694200026938000000000000000000011247000162730000021600000509000191610050000000000000000S
102023051080501699Arévalo                                                                                             001601600000019362000650001661800016626000000000000000000007221000108040000012300000375000128930030000000000000000S
102023051080501999Ávila                                                                                               001901900000093337001570007395800073961000000000000000000028460000413040000063100000949000500710150000000000000000S
102023051080518699Piedrahíta                                                                                          018618600000012796000890001157600011576000000000000000000005117000071450000013900000300000086300020000000000000000S
102023051080901899Aranda de Duero                                                                                     001801800000048199001030003619700036196000000000000000000012971000184900000059200000626000223400030000000000000000S
102023051080905699Briviesca                                                                                           005605600000010030000530000819400008162000000000000000000003243000044310000007900000124000055900010000000000000000S
102023051080905999Burgos                                                                                              005905900000215267004090016926600169383000000000000000000063031000864240000174500001784001080930150000000000000000S
102023051080919499Lerma                                                                                               019419400000011389000550000934700009350000000000000000000003617000054700000019900000240000064750010000000000000000S
102023051080921999Miranda de Ebro                                                                                     021921900000038572000600002963000029630000000000000000000009896000121650000020800000260000153050030000000000000000S
102023051080933099Salas de los Infantes                                                                               033033000000010283000560000864800008645000000000000000000003411000049250000017200000233000059420010000000000000000S
102023051080990399Villarcayo de Merindad de Castilla la Vieja                                                         090390300000021305000590001694700016948000000000000000000006796000095640000020200000245000116340010000000000000000S
102023051082400899Astorga                                                                                             000800800000033096000670002860400028595000000000000000000011708000169400000032600000341000203030020000000000000000S
102023051082401099La Bañeza                                                                                           001001000000030256000680002599200026005000000000000000000010845000153290000024900000431000181070010000000000000000S
102023051082405699Cistierna                                                                                           005605600000009241000220000840200008402000000000000000000003240000048520000005100000094000064610010000000000000000S
102023051082408999León                                                                                                008908900000240537003770019835400198367000000000000000000068782000977450000157300002608001223220130000000000000000S
102023051082411599Ponferrada                                                                                          011511500000127913002160010859600108563000000000000000000039117000562020000095800001287000689630070000000000000000S
102023051082413999Sahagún                                                                                             013913900000007136000230000620400006205000000000000000000002331000036140000008000000126000045810010000000000000000S
102023051083401799Astudillo                                                                                           001701700000004444000190000393400003934000000000000000000001839000026610000004800000066000030910010000000000000000S
102023051083402299Baltanás                                                                                            002202200000005658000280000490000004900000000000000000000002154000030940000005300000111000037330010000000000000000S
102023051083404799Carrión de los Condes                                                                               004704700000007311000350000632300006323000000000000000000002633000038500000009400000126000047240010000000000000000S
102023051083405699Cervera de Pisuerga                                                                                 005605600000021868000540001860300018602000000000000000000007191000103420000021700000313000127910040000000000000000S
102023051083407299Frechilla                                                                                           007207200000006456000280000559800005599000000000000000000002301000035050000008100000144000042510010000000000000000S
102023051083412099Palencia                                                                                            012012000000101393001330008184300081844000000000000000000030022000423450000065400000815000524370150000000000000000S
102023051083415799Saldaña                                                                                             015715700000010878000670000931000009310000000000000000000004016000058870000009600000187000071020020000000000000000S
102023051083704699Béjar                                                                                               004604600000024944000790002158700021589000000000000000000009240000127150000019700000429000150390030000000000000000S
102023051083710799Ciudad Rodrigo                                                                                      010710700000025010000750002141300021415000000000000000000008897000126610000022900000319000151270030000000000000000S
102023051083724699Peñaranda de Bracamonte                                                                             024624600000017689000400001530000015300000000000000000000006598000098790000013500000226000116090020000000000000000S
102023051083727499Salamanca                                                                                           027427400000243586003960019831600198323000000000000000000071024001005010000181500001961001237230150000000000000000S
102023051083737699Vitigudino                                                                                          037637600000014669000590001328100013288000000000000000000005968000083560000017400000286000098370020000000000000000S
102023051084006399Cuéllar                                                                                             006306300000022720000590001738200017381000000000000000000007590000106180000022100000359000124490040000000000000000S
102023051084017099Riaza                                                                                               017017000000004924000240000374300003743000000000000000000001571000022480000005700000067000028090010000000000000000S
102023051084018599Santa María la Real de Nieva                                                                        018518500000012949000500001066900010668000000000000000000004938000068120000014000000252000084140030000000000000000S
102023051084019499Segovia                                                                                             019419400000101780001510007697700076990000000000000000000029060000420260000075400000934000511560150000000000000000S
102023051084019599Sepúlveda                                                                                           019519500000011430000540000838400008382000000000000000000003688000051640000010900000179000064060020000000000000000S
102023051084202099Almazán                                                                                             002002000000011584000530000926700009267000000000000000000003825000053180000013400000122000065350050000000000000000S
102023051084204399Burgo de Osma-Ciudad de Osma                                                                        004304300000013001000420001039400010395000000000000000000003953000056690000012200000214000069960050000000000000000S
102023051084217399Soria                                                                                               017317300000063792001630004960200049603000000000000000000018344000252900000062700000604000316110150000000000000000S
102023051084708599Medina del Campo                                                                                    008508500000042948000780003483600034847000000000000000000014831000213560000038000000661000246730080000000000000000S
102023051084708699Medina de Rioseco                                                                                   008608600000017008000700001436200014364000000000000000000006369000093250000020600000335000109840030000000000000000S
102023051084718699Valladolid                                                                                          018618600000458019006180036892000368990000000000000000000140465001976280000291400003066002434150160000000000000000S
102023051084902199Benavente                                                                                           002102100000033622000880002837600028376000000000000000000010934000158700000031200000421000193630050000000000000000S
102023051084916699Puebla de Sanabria                                                                                  016616600000008182000310000747700007477000000000000000000003298000043220000006200000122000058510020000000000000000S
102023051084921999Toro                                                                                                021921900000014923000340001267200012673000000000000000000005239000072830000013000000224000088120020000000000000000S
102023051084925099Villalpando                                                                                         025025000000006897000290000599500005996000000000000000000002497000038080000010400000158000044710010000000000000000S
102023051084927599Zamora                                                                                              027527500000103591001990008850100088497000000000000000000033569000466840000070400000986000580040150000000000000000S
102023051090800699Arenys de Mar                                                                                       000600600000187715002230013968600138463000000000000000000044102000599390000146700001212000713280020000000000000000S
102023051090801999Barcelona                                                                                           001901900002014598021220136720801368189000000000000000000468223006555070000846100007517007980780180000000000000000S
102023051090802299Berga                                                                                               002202200000047927000840003714600037133000000000000000000012647000182650000063100000695000207490010000000000000000S
102023051090809699Granollers                                                                                          009609600000383706004650028747900287502000000000000000000087330001207520000270700002318001469340030000000000000000S
102023051090810199L'Hospitalet de Llobregat                                                                           010110100000703814008010049511300495204000000000000000000149218002014040000403500002941002433850060000000000000000S
102023051090810299Igualada                                                                                            010210200000129791001620009704700097028000000000000000000033212000447550000102800000762000538370010000000000000000S
102023051090811399Manresa                                                                                             011311300000186223002240013592700135930000000000000000000042434000590380000161100001345000708890020000000000000000S
102023051090812199Mataró                                                                                              012112100000313226003430022792400227938000000000000000000069532000960520000241300001942001163860030000000000000000S
102023051090818799Sabadell                                                                                            018718700000498815005950036811300368144000000000000000000110306001519790000294700002308001881120040000000000000000S
102023051090821199Sant Feliu de Llobregat                                                                             021121100000376489004650028168700281718000000000000000000089930001230370000253300002118001512250030000000000000000S
102023051090827999Terrassa                                                                                            027927900000466338005170033344000333483000000000000000000097015001355810000269200001947001704580040000000000000000S
102023051090829899Vic                                                                                                 029829800000161567001920011112800111144000000000000000000034801000489800000182100001444000580380020000000000000000S
102023051090830599Vilafranca del Penedès                                                                              030530500000096122001130007003500070035000000000000000000024871000336610000077500000680000404270010000000000000000S
102023051090830799Vilanova i la Geltrú                                                                                030730700000161284001660011641000116461000000000000000000036115000488810000095300000837000591410010000000000000000S
102023051091702299La Bisbal d'Empordà                                                                                 002202200000134855001470009267700092680000000000000000000028496000397800000091200000940000469010050000000000000000S
102023051091706699Figueres                                                                                            006606600000130029001420008281100082818000000000000000000027736000379980000102300000881000436960040000000000000000S
102023051091707999Girona                                                                                              007907900000253450002650016828200168297000000000000000000053448000750300000192700001814000889690090000000000000000S
102023051091711499Olot                                                                                                011411400000059989000780004184000041841000000000000000000012919000182510000070000000572000212610020000000000000000S
102023051091714199Puigcerdà                                                                                           014114100000041433000610003099200030993000000000000000000011625000159490000044000000466000186530010000000000000000S
102023051091718099Santa Coloma de Farners                                                                             018018000000173722001670011838500118390000000000000000000035463000497680000129000001113000587260060000000000000000S
102023051092504099Balaguer                                                                                            004004000000064061000840004458400044591000000000000000000016899000229750000095800000669000271360030000000000000000S
102023051092505899Les Borges Blanques                                                                                 005805800000021527000360001579600015796000000000000000000006206000084470000041900000368000095980010000000000000000S
102023051092507299Cervera                                                                                             007207200000051143000690003262000032602000000000000000000010856000153740000069600000591000177010030000000000000000S
102023051092512099Lleida                                                                                              012012000000227099002270015158500151594000000000000000000049583000673840000186500001659000812390130000000000000000S
102023051092520399La Seu d'Urgell                                                                                     020320300000021763000420001666800016687000000000000000000005531000075290000022100000265000089310010000000000000000S
102023051092520799Solsona                                                                                             020720700000021244000380001569300015693000000000000000000006187000086150000040900000317000097410010000000000000000S
102023051092520999Sort                                                                                                020920900000007945000230000640300006403000000000000000000002431000034610000013800000144000043260010000000000000000S
102023051092523499Tremp                                                                                               023423400000016393000320001226500012265000000000000000000004587000062190000012600000167000076270010000000000000000S
102023051092524399Vielha e Mijaran                                                                                    024324300000010268000240000751100007511000000000000000000002599000036290000009200000072000047210010000000000000000S
102023051094312399Reus                                                                                                012312300000225865002870015794200157951000000000000000000053116000718780000170500001888000850930070000000000000000S
102023051094314899Tarragona                                                                                           014814800000220460002550014991000149959000000000000000000047589000636420000118400001082000768480070000000000000000S
102023051094315599Tortosa                                                                                             015515500000161400002100011460800114614000000000000000000044557000596000000148200001709000688730050000000000000000S
102023051094316199Valls                                                                                               016116100000067545001060004951200049519000000000000000000017882000243750000084400000767000284740030000000000000000S
102023051094316399El Vendrell                                                                                         016316300000154805001810011136600111399000000000000000000036383000483500000090300000882000571160050000000000000000S
102023051100601199Almendralejo                                                                                        001101100000071086000880005530700055313000000000000000000023325000318660000053500000962000386480030000000000000000S
102023051100601599Badajoz                                                                                             001501500000182402002380014579100145828000000000000000000055216000746400000138900001691000923710070000000000000000S
102023051100603699Castuera                                                                                            003603600000026763000430002262900022633000000000000000000010419000138670000028400000867000167650010000000000000000S
102023051100604499Don Benito                                                                                          004404400000053819000700004307200043071000000000000000000018198000243390000049200000682000298330020000000000000000S
102023051100605099Fregenal de la Sierra                                                                               005005000000013616000190001156500011568000000000000000000004954000070170000014600000385000086940010000000000000000S
102023051100606399Herrera del Duque                                                                                   006306300000018521000300001580100015805000000000000000000008083000104730000014700000489000128340010000000000000000S
102023051100607099Jerez de los Caballeros                                                                             007007000000025883000360002159400021596000000000000000000009985000137200000017000000495000167210010000000000000000S
102023051100607499Llerena                                                                                             007407400000028580000430002410100024104000000000000000000010832000148170000025300000533000179090010000000000000000S
102023051100608399Mérida                                                                                              008308300000116607001520009408400094074000000000000000000038464000524780000100500001347000634730050000000000000000S
102023051100609599Olivenza                                                                                            009509500000027155000410002235300022353000000000000000000010005000136330000035000000559000164030010000000000000000S
102023051100615399Villanueva de la Serena                                                                             015315300000043927000620003543100035438000000000000000000015798000212160000037200000929000255140020000000000000000S
102023051100615899Zafra                                                                                               015815800000058612000800004812500048128000000000000000000021109000289700000044700001080000353080020000000000000000S
102023051101003799Cáceres                                                                                             003703700000142330001720011830400118317000000000000000000044108000637610000104000001808000817430090000000000000000S
102023051101006799Coria                                                                                               006706700000042251000650003652100036524000000000000000000016576000223790000033900000789000262960030000000000000000S
102023051101013199Navalmoral de la Mata                                                                               013113100000054351000730004204300042045000000000000000000018128000252700000036300000853000298260030000000000000000S
102023051101014899Plasencia                                                                                           014814800000099375001330008409200084089000000000000000000035633000489310000086600001853000579510060000000000000000S
102023051101019599Trujillo                                                                                            019519500000041427000590003563200035630000000000000000000015869000217950000031800000679000263110030000000000000000S
102023051101020399Valencia de Alcántara                                                                               020320300000008071000130000694900006949000000000000000000003057000042530000005700000097000052240010000000000000000S
102023051111500999Betanzos                                                                                            000900900000079261001290006665100066647000000000000000000025593000372660000069400000741000448310020000000000000000S
102023051111501999Carballo                                                                                            001901900000066641001030005644900056455000000000000000000019804000302210000043600000458000361470020000000000000000S
102023051111502899Corcubión                                                                                           002802800000041556000700003606900036069000000000000000000014612000223020000021500000311000264590010000000000000000S
102023051111503099A Coruña                                                                                            003003000000382010004650030767400307695000000000000000000096724001408110000271000001873001771160110000000000000000S
102023051111503699Ferrol                                                                                              003603600000176660002570014914200149146000000000000000000048696000710530000145700001192000854070050000000000000000S
102023051111505799Noia                                                                                                005705700000099900001360008386400083873000000000000000000028778000455590000062500000896000538500020000000000000000S
102023051111507899Santiago de Compostela                                                                              007807800000273152003840022456000224575000000000000000000080129001193080000199500001991001468650080000000000000000S
102023051112701699Chantada                                                                                            001601600000022968000450001994100019939000000000000000000008688000132730000012400000177000159540020000000000000000S
102023051112701899A Fonsagrada                                                                                        001801800000006148000150000561100005611000000000000000000002273000036200000005100000057000044260010000000000000000S
102023051112702899Lugo                                                                                                002802800000155127002390012760500127607000000000000000000046796000702950000097000001161000869680120000000000000000S
102023051112703099Mondoñedo                                                                                           003003000000076582001160006331900063370000000000000000000024197000358600000050800000786000441250060000000000000000S
102023051112703199Monforte de Lemos                                                                                   003103100000034288000630002907800029081000000000000000000011068000165530000024100000310000201800020000000000000000S
102023051112706599Vilalba                                                                                             006506500000028876000550002473200024738000000000000000000009650000149360000020400000311000178460020000000000000000S
102023051113200699Bande                                                                                               000600600000009741000280000923300009233000000000000000000003889000058500000006200000081000070980010000000000000000S
102023051113200999O Barco de Valdeorras                                                                               000900900000023930000390001951900019522000000000000000000006874000096350000020700000303000117770020000000000000000S
102023051113201999O Carballiño                                                                                        001901900000026222000480002230600022307000000000000000000009124000127900000015500000196000157730020000000000000000S
102023051113205499Ourense                                                                                             005405400000191071003080015853200158567000000000000000000062088000875590000135200001444001071750150000000000000000S
102023051113206399A Pobra de Trives                                                                                   006306300000010623000250000957500009574000000000000000000003955000059700000006500000107000073240010000000000000000S
102023051113206999Ribadavia                                                                                           006906900000014472000320001269300012693000000000000000000005697000081490000008500000128000096330020000000000000000S
102023051113208599Verín                                                                                               008508500000028221000590002366900023677000000000000000000009554000144770000017500000214000169570020000000000000000S
102023051113600699Cambados                                                                                            000600600000110255001580009135100091362000000000000000000032561000495130000074300001160000581060030000000000000000S
102023051113601799A Estrada                                                                                           001701700000023300000480001995100019952000000000000000000008194000118320000014100000235000140230010000000000000000S
102023051113602499Lalín                                                                                               002402400000039721000790003293300032935000000000000000000014067000204600000018400000382000248780010000000000000000S
102023051113603899Pontevedra                                                                                          003803800000250099003490020657300206630000000000000000000073418001112220000167200002034001310310070000000000000000S
102023051113604299Ponteareas                                                                                          004204200000054156001010004545300045461000000000000000000017108000267380000029500000450000314540010000000000000000S
102023051113605599Tui                                                                                                 005505500000095684001310007740200077413000000000000000000028902000445650000055300000896000527380030000000000000000S
102023051113605799Vigo                                                                                                005705700000369800004780030210400302183000000000000000000099528001475000000211100001953001750630110000000000000000S
102023051170300999Alcoy/Alcoi                                                                                         000900900000118533001850009234800092348000000000000000000041840000545190000105500001344000619710020000000000000000S
102023051170301499Alicante/Alacant                                                                                    001401400000491468006010035728500357286000000000000000000141210001865070000277900002325002155890080000000000000000S
102023051170306399Dénia                                                                                               006306300000184284001920011333600113340000000000000000000044980000601230000087600001181000694570030000000000000000S
102023051170306599Elche/Elx                                                                                           006506500000375600004310025933400258590000000000000000000112462001475120000176800001596001684250060000000000000000S
102023051170306699Elda                                                                                                006606600000176675002350013669400136696000000000000000000058639000779980000117100001322000891330030000000000000000S
102023051170309999Orihuela                                                                                            009909900000293117002770016864800168645000000000000000000070839000949610000109500001545001071850050000000000000000S
102023051170313999Villajoyosa/la Vila Joiosa                                                                          013913900000192342002110012169000121695000000000000000000044899000605180000085700000987000715400030000000000000000S
102023051170314099Villena                                                                                             014014000000069575000960005360800053608000000000000000000024442000317150000051900000754000361680010000000000000000S
102023051171200399Albocàsser                                                                                          000300300000008031000170000644900006449000000000000000000003085000044360000008400000182000049300010000000000000000S
102023051171204099Castellón de la Plana/Castelló de la Plana                                                          004004000000309927003510022099100221056000000000000000000090934001217860000191400001778001429800130000000000000000S
102023051171207299Llucena/Lucena del Cid                                                                              007207200000019461000390001592200015924000000000000000000008053000104670000017900000256000118840010000000000000000S
102023051171208099Morella                                                                                             008008000000007066000220000567500005675000000000000000000002688000037420000010900000177000041950010000000000000000S
102023051171208299Nules                                                                                               008208200000135618001650010127200101281000000000000000000046470000613390000089900001118000701380050000000000000000S
102023051171210099Sant Mateu                                                                                          010010000000013400000170001025900010261000000000000000000004921000068560000011200000237000078950010000000000000000S
102023051171210499Segorbe                                                                                             010410400000018931000300001497100014972000000000000000000007348000099470000021200000377000111840010000000000000000S
102023051171213899Vinaròs                                                                                             013813800000070417000750004800300048005000000000000000000019049000259280000046000000556000300860030000000000000000S
102023051171214099Viver                                                                                               014014000000007765000250000669700006697000000000000000000003750000046660000008500000146000053000010000000000000000S
102023051174601799Alzira                                                                                              001701700000173149002190013088900130893000000000000000000060448000790160000116800001475000903470020000000000000000S
102023051174613199Gandia                                                                                              013113100000160620001920011569800115703000000000000000000053020000708250000090700001110000810130020000000000000000S
